document_id,clean_text,sentiment
569,"FUNNY COMMENT: A giant cult follows a brave teenage boy with mommy issues, who suffered the death of his father, gets visions in his sleep, is constantly on red drugs that make him halucinate, and drank poison from worms that make him halucinate even more!SHORT REVIEW: All jokes aside, this movie was spectacular. With amazing storytelling and music that immerses you in this sci-fi, fantazy world. The most beautiful scenery and images in every scene. And acting that just can't be complained about. But the story suffers from poor character writing in some parts.SOUNDS AND SOUNDTRACK: I saw the movie in the cinema with Dolby Surroundsound and it was one of the greatest experiences with sound i have had. Hans Zimmer made a track that is unique and fitting the genre of sci-fi, and the setting. I will definitely check out the soundtrack later.STORY AND STORYTELLING: The story fit in extremely well with its precursor and very few if any bad kliches. It was thought out, thought provoking, and emotionally provoking. There was very little i thought could have been done differently: Paul's sudden change of heart regarding being leader, felt dissatisfying as he had no inner conflict with his choices or embarassment towards Chani. The death of Rabban i thought was too fast, being done in only 3 or 4 moves, with little to no emotional satisfaction. The twist of the baron being his grandfather felt a little unasked for. But if it plays a bigger role in the third installment, it won't be a problem. And lastly the death of Feyd Rautha. I enjoyed Austin Butlers character enormesly and didnt like seeing him die. But also think that his death was very well writin and epic. I no longer see Austin Butler for his role as Elvis.THE PACING: It felt very thought through and worked well on the big screen. It really gave way for us to enjoy the stunning images, without feeling forced. Though i wanted more of Paul and Chani's chemistry, and a scene with Paul telling her about his visions of her. I think that would have shown their tight bond, and make the ending even more heart crushing.FINAL RATING: 9,3
-Alvin Bladt 16yo.",positive
570,"I find myself perplexed by the casting choices in this film, particularly the inclusion of Christoffer Walken and Anna Taylor-Joy, among others. Their presence in the movie felt incongruous to me and significantly impacted my viewing experience. This sentiment echoes some of the other critiques I've come across, where it was suggested that selecting individuals at random from a shopping mall might have yielded a more suitable cast. Moreover, the pacing of the film left something to be desired, as it could have been improved to enhance the overall narrative flow. Despite these criticisms, it's important to note that I did appreciate the movie overall. The storyline, cinematography, and other aspects were engaging, but the casting and pacing issues detracted from my full enjoyment and immersion in the film.",neutral
571,"""Dune: Part 2"" had the weight of expectation upon its shoulders, following the success of its predecessor. However, this highly anticipated sequel falls short of achieving the same level of excellence. Directed by Denis Villeneuve, the film struggles with uneven pacing, lackluster character development, and a narrative that feels rushed and heavy-handed.One of the glaring issues with ""Dune: Part 2"" is its pacing, which oscillates between dragging in the middle third and rushing through the final third. The film spends too much time on inconsequential events, leaving little room for character arcs to develop organically. Paul's transformation from a reluctant leader to a megalomaniac zealot feels particularly rushed and lacking in depth, robbing the audience of the opportunity to truly empathize with his journey. Having attended a late evening showing there were times I was actually checking my watch, unbelievably so, but I have to admit myself bored particularly past the first hour mark.Rather than feeling a drama play out in real time, we're simply told drama 'is' playing out. Its a subtle but important difference, but one which needs to be acknowledged. Unfortunately there is no sense of stakes here, instead its just characters accomplishing one task after the other until Paul can eventually become 'The Messiah'. At no point did I ever feel this was under threat, yet apparently according to what the characters are saying, that's EXACTLY how I should be feeling.Another one of my main complaints was the love story between Paul and Chani, with it feeling forced and clichéd to the nth degree. The lack of chemistry between the two actors was distracting and the on-again, off-again nature of their romance detracted from the emotional weight their relationship is apparently supposed to carry. It's a narrative thread that we've seen countless times before, yet done better in other movies, leaving viewers feeling indifferent rather than invested; I had no real reason to care about these two, other than I was told I was supposed to by the plot. We can call Dune Part 2 a masterpiece all we want, but when the main romance and arguably main backdrop of the second installment feels corny, then we know we've got problems.The introduction of Austin Butler's Feyd-Rautha character also feels unnecessary and cartoonish. His role usurps that of Dave Bautista's Beast Rabban from the world-building of the first film, only to be disposed of by the end of the sequel. This decision undermines the tension that could and probably SHOULD have been built with Bautista's character and leaves audiences questioning the purpose of Butler's inclusion. Feyd Rautha felt 'evil for the sake of evil' and a mere device to give the hero's of Paul and Chani something to aim at, whilst not actually threatening to alter the plot.Despite these shortcomings, ""Dune: Part 2"" does have its strengths, particularly in its visual effects, framing, and atmosphere. Denis Villeneuve once again proves himself a master of his craft, creating stunning visuals that transport audiences to the world of Arrakis. However, these moments of visual brilliance can sometimes feel overindulgent, with scenes of desert landscapes and thumpers dragging on for longer than necessary. Credit where credit is due however....Ultimately, ""Dune: Part 2"" fails to deliver a satisfying payoff, with the Emperor's defeat feeling anticlimactic and Christopher Walken's portrayal lacking the gravitas it deserves. While the film runs for a lengthy time, almost none of it is given towards developing his character and giving the audience a reason to care about his potential affect and inclusion in the narrative. Unfortunately he just exists here as a confused looking old man, and the film is poorer for it.In conclusion, ""Dune: Part 2"" is a visually impressive but a narratively underwhelming sequel. While it may have been hailed as a masterpiece by some, it ultimately fails to live up to its potential. Those seeking to immerse themselves in the world of ""Dune"" would be better off sticking to the books, as the film leaves much to be desired, particularly given its lengthy runtime. As a non book reader myself, I sure know where I'll be heading now to get my Dune fix.",positive
572,"Dune Part Two
It has come to full fruition. Denis Villeneuve's Dune series might be the greatest sci-fi series in cinematic history. The new age of cinema has shown its potential to not just adapt in filmmaking but to show a great storyline and potentially become a classic in centuries to come. And I believe that with all of my heart. Denis Villeneuve's Dune series will be the sci-fi film that will share the throne as the greatest amongst the classics.It's a wild thing to say for a latest-release film, and I do understand the recency bias phenomenon among moviegoers. But I also believe Denis Dune will grow on people from time to time, as I felt that myself with Dune Part One rewatches and also my observation on the audiences latest reviews on Dune Part One rewatch.There are two eyewitnesses to this film: the novel non-readers and the readers. It is a bipartite review as to how they perceived this film, and I can say that I'm jealous of how non-readers might perceive this film. While I might see the words becoming a full visualization, I'm also trying to perceive how non-readers see its story.From this statement, it's due to how there are quite plenty of omissions and changes in the storyline from the novel, and the way I'm wording it doesn't indicate a bad thing, but it's a ""huh"" moment for me as I immersed myself in the story with a new perception. I believe most non-readers will see it as a linear, perfect storyline, but it's different for me, and this is not entirely a bad thing.To sum up the statement, Denis and Jon have done a tremendous job on the storyline and screenwriting, and I have to say it's the best decision yet to make the storyline go in the other direction. Most of the new scenes leave me in a great shock at how well told it is and how unexpectedly it turned out to be played, especially the ending.The words for this storyline are more fierce and cruel.Dune Part Two is an experience, not just a film of fiction. It is dramatic in its depth, poignant in its love story, profound and cruel in its motive, and epic in its style that's grandeur and maximized to near perfection.I'm blown away by how Denis managed to achieve this level of mastery in an adaptation of the greatest sci-fi novel in history. Dune Part Two is a masterpiece and beautifully adapted.It just gets better.Moving away from the main thematic entrance to this cinematic desert masterpiece. I just have to talk about the ingredients that make this film as spicy as it gets.The cinematography is top-notch and one of the most remarkable aspects of this film. The film was a whole 2 hours and 40 minutes of eye-catching experience to be immersed on a big screen. This film managed to capture lots of moments in this scene that'll make you go, ""Hell yeah, that's fire.""The color grading for this film has its way to be most deliberate and non-subtle but will make you feel the atmospheric changes in the film, capturing the moment so well with how it is done. You'll know what I mean here...All this couldn't be done without the creative mind of Greg Frasier and perfect visualizations by Denis Villeneuve. Reading the texts and seeing how it's done in the film is one of the blessings I felt in my cinematic experience.Hans Zimmer is truly a work of art. His craft manages to consistently elevate one after the other in his film scores. The Dune Part Two soundtrack is perfectly conveyed with the instruments played and will put you in every emotion to be felt in this film.I believe Timothée Chalamet has outdone himself in this film. There are many doubts lingering about this young actor, but this film will definitely solidify them. The acting was fierce and potent enough to grip you to the edge of your seat, and I'm going to tell you to prepare for what's to come.It has always been a topic of him being overrated, but hopefully Dune Part Two will prove doubters wrong and how talented Timothée actually is. One of the greatest young actors in this new era of cinema, with a wide range of acting.Austin Butler as Feyd-Rautha is exceptional casting that is once again unexpected. Like Timothée said in an interview, he has to prove himself for this film, and now it's Austin's turn, and he's actually done it. It is not an exaggeration when the word psychotic is thrown around. He truly is...Dare I say it? Feyd-Rautha is way more psychotic and villainous than he is in the novel, and you just have to witness it.I have every word to say about each actor and actress, but I couldn't prolong it. Timothée and Austin are prime examples of how well-acted this film is, and you guys have to witness others acting masterfully on the big screen.My honorable mention before ending this review is how perfectly they created the Chakobsa language.David Peterson and Denis managed to give this language depth with how dramatic the language sounds when it's spoken. It doesn't feel made up for the sake of being an incomprehensible language, but rather realistic and felt.Dune Part Two is definitely worth a watch as it's healing sci-fi and action cinema right now, and I think everyone deserves to experience this in their lifetime. Go watch it while you have the chance on the big screen!",positive
573,"Dune Part Two, or,
""They fly now?""
""They fly now.""Well, that was... less than compelling. I liked Part One enough to watch it twice. By the end of this one I was so sick of light brown I was craving a blueberry. I have a lot more to say about it than I want to put here now (little of it good) but I'll try to keep it short.Lots of miscasting IMO. Zendaya spends most of the film glaring and looking over her shoulder. Seriously. Her flat midwestern accent was terrifically out of place in the midst of all the other Fremen. Austin Butler looks down and to the side, like he does in every other performance (I just saw him doing nothing but in The Dead Don't Die.) Christopher Walken was a great dramatic actor but I can only see him as a joke now.Fine visual effects, but far too long getting to them. Lots of people just... looking. I thought maybe Spielberg directed it for a while. This movie really made me hate sand. (It's coarse, and rough, and gets everywhere...)I don't know if the book ended there but the movie ending seemed rather abrupt.",positive
574,"I honestly don't know which movie these 10/10 people have watched but it cannot be Dune Part Two.This movie was ponderously boring, the 'riding the worms"" scenes were laughable, minute creatures on gigantic worms supposedly able to control them with paperclip hooks and cotton thread... I don't think so. The scale just looked daft.Casting Christopher Walken as the Emperor was a mistake and did not work at all, what a mis-cast that was. I can't say I connected to any of the characters and it was frustrating because I wanted this movie to be epic, as it was I'd rather have spent a night letting my girlfriend pull nostril hairs out of my nose, at least it would have had tears, tension, intense emotion, laughter, and relief.I can't really be bothered to do a full review, I've given it 3 stars because of the CGI.",negative
575,"This is one of the best movies i've ever watched. GOOOSEBUMPS!!!!I Think i puts the whole Dune univers in another great movie perspective. This follow-up on the Dune Part 1 is just epic. The universe build-up from the first movie to the action packed secound movie is so amazing. Furthermore the whole movie had me on the edge of the Seat. I really Think it gave the future for sci-fi a real competition and generelly theres is a Long distance between such great Universe describtions. I love the Way that the water and the dessert are set up as two opposites and how the water plays a giant role in ""the rightful rulers og dune's"" religion!This is a must Watch!!",positive
576,"The entire film gave me what I was looking for. The cinematography, lighting, special effects, sound, directing, and more, were all exceedingly good. I know that I liked this film more than part 1; however, it has enticed me to go back and watch the first again. That is what a good movie should do. If you go watch this film, please take special consideration of Paul. His character develops so amazingly. It is especially present at the end of the film. We will understand more how impactful he is. There were three themes that stuck out to me the most. Multiculturalism, Selfishness, and Revenge. These are all strong Themes.",positive
577,"If I had to describe this movie in one word, there would be no way around the word perfection.Denis Villeneuve has combined an almost flawless story with ingenious and unique cinematography and breathtaking scenery and this movie came out of it.Combined with Hans Zimmer's music, which makes you feel like you're on another planet even without the movie, this film creates a perfect and almost unique atmosphere.I watched it in IMAX and I have to say it was earth shattering. If you don't plan on watching this movie, you won't find a part of yourself that you didn't know you needed.I didn't know a film could impact me in a way Dune 2 did.",neutral
578,"Dune Part Two delivers exceptional performances, with Zendaya, Rebecca Ferguson, and Austin Butler standing out. Timothée Chalamet shines, especially in the gripping third act. Visually stunning with flawless effects, the film boasts a grand scale reminiscent of sci-fi classics like Blade Runner, BR2049, Interstellar, T2, Aliens, and The Matrix. While the pacing felt slightly rushed towards the end, leaving the viewer yearning for more action, it's a testament to the engrossing narrative. The adaptation of Dune Messiah and potentially Children of Dune poses intriguing challenges, yet with Denis Villeneuve at the helm, expectations remain high. Overall, a captivating sci-fi epic deserving of a 9/10 rating.",neutral
579,"I'm just delighted. Sitting in the cinema, I breathed every other time so as not to accidentally miss a scene, I lived with the characters every moment, I cried and exhaled. I will not exaggerate when I say that for me it is a masterpiece that I want to see again and again and again. So the director departed from the canon, the life of the Freemen is not revealed as in the book, but it is Herbert. In my opinion, Villeneuve did everything he could and did it beautifully. As for my favorite actors, Butler is the best for me, to portray Faith Rauta like that, I have gold in my limbs from his cruelty and charisma, it's incredible. The audio work is colossal. Maestro at his height.",positive
580,"""Dune: Part Two"" is the much-anticipated sequel to the 2021 film ""Dune,"" both based on the seminal science fiction novel by Frank Herbert. Directed by Denis Villeneuve, the film continues the story of Paul Atreides as he navigates the treacherous politics and conflicts of the desert planet Arrakis, also known as Dune. With stunning visuals, a compelling narrative, and a stellar cast, ""Dune: Part Two"" promises to be an immersive cinematic experience that delves deeper into the richly imagined universe of the source material.Set in a distant future where humanity has spread across the galaxy and formed a feudal society, ""Dune: Part Two"" explores themes of politics, religion, ecology, and the human condition. At the center of the story is Paul Atreides, played by Timothée Chalamet, a young nobleman whose family assumes control of Arrakis, the only known source of the valuable spice melange. The spice is essential for space travel, making it the most valuable substance in the universe and the focus of intense political intrigue.In ""Dune: Part One,"" we saw Paul's family, House Atreides, betrayed by their rivals, House Harkonnen, leading to their downfall and Paul's journey into the desert, where he discovers his destiny as a prophesied messiah figure, the Kwisatz Haderach. The film ended with Paul and his mother, Lady Jessica (Rebecca Ferguson), joining forces with the native people of Arrakis, the Fremen, as they prepare to take back control of the planet.""Dune: Part Two"" picks up where the first film left off, with Paul and the Fremen launching a guerilla war against the Harkonnens and their imperial allies, the corrupt Padishah Emperor Shaddam IV. As Paul embraces his role as the Kwisatz Haderach and gains the trust of the Fremen, he must also contend with the visions of the future that come with his newfound powers. These visions, which are both a blessing and a curse, show him possible futures where he becomes a savior or a tyrant, leading to internal conflict as he struggles to determine the right path.One of the central themes of ""Dune: Part Two"" is the idea of destiny versus free will. Paul's journey is guided by prophecies and ancient traditions, but he also has the ability to shape his own fate. This internal conflict is reflected in the larger political struggle for control of Arrakis, as various factions vie for power and influence, each believing they are following the path laid out for them by fate.The film also delves deeper into the ecology of Arrakis and the role of the spice melange in shaping the planet's ecosystem. The spice is produced by giant sandworms that inhabit the deserts of Arrakis, and its extraction has had a profound impact on the planet's environment. The Fremen, who have adapted to life in the harsh desert, have a deep respect for the planet and its fragile ecosystem, seeing themselves as stewards rather than exploiters.Visually, ""Dune: Part Two"" is a feast for the eyes, with stunning landscapes, intricate costumes, and cutting-edge special effects bringing Herbert's vision of Arrakis to life. The film's score, composed by Hans Zimmer, adds to the epic feel of the story, with sweeping orchestral themes that underscore the drama and emotion of the narrative.In addition to Chalamet and Ferguson, ""Dune: Part Two"" features a talented ensemble cast, including Zendaya as Chani, a Fremen warrior and Paul's love interest; Oscar Isaac as Duke Leto Atreides, Paul's father; and Javier Bardem as Stilgar, the leader of the Fremen tribe that takes Paul in. Each actor brings depth and nuance to their role, helping to flesh out the complex characters that inhabit Herbert's universe.Overall, ""Dune: Part Two"" is a worthy continuation of the story begun in the first film, expanding upon the themes and ideas introduced in ""Dune"" while setting the stage for an epic conclusion. With its compelling narrative, stunning visuals, and talented cast, the film is sure to captivate audiences and further cement Villeneuve's reputation as one of the premier directors working in science fiction today.",positive
581,"The film looks great, sounds great, and generally delivers on the payoffs set up in the first film, however the magic of arrakis and the depth of all characters seem to be missing entirely.The worms are reduced to transport and war machines with no explanation of their relationship with spice and shown so often their visual impact is nonexistent by the end.No discussion of bringing water to the desert or the fremen's devotion to making the land habitable, reducing the fremen to an army of worshippers for paul who's only purpose is to choose whether or not to believe in him.We already knew from the first movie that paul would be the messiah, there was plenty of time to flesh out other characters and with everything else that was ignored, that should have been the focus. Instead, the film was more concerned with getting from one action setpiece to the next without much thought given to why or how. This leaves many scenes and character actions feeling disjointed or confusing. Gone is the internal logic of the story, replaced with raw justification for spectacle. The lore of the world is not expanded, instead it somehow shrinks as characters are killed off or have their agency stripped away for the sake of the plot with the only real new information being about the water of life (which is poorly explained with its relationship to spice and the worms, not to mention Jessica's unborn daughter).Too much wasted time for such a long film. I would normally be more generous and give it a 7 but this is far from the perfect movie it's being praised to be and even farther from a perfect science fiction movie.",positive
582,"Dune: Part 2 is one of the best movies I have ever seen. The first movie was also good, but I gave it an 8. I give this movie a 10. Timothée Chalamet's acting reaches its peak with this movie. The performances of the other actors were also good, but one of them captivated me. I would even put Rebecca Ferguson's performance ahead of Timothée Chalamet. She was simply mesmerizing. There's not much more to say. Because everything is obvious. It's a perfect movie. Towards the end of the movie, my smart wristband gave me a pulse alert. Because the music of the movie affected me a lot. I think it is very lucky for the Oscar nominees that the movie was not released in 2023, otherwise Oppenheimer and the other nominees would have no chance against Dune. I can already say that Dune will win all the awards at the Oscars in 2025. I bow to Denis Villeneuve and look forward to the third movie.",positive
583,"This movie is too long, to the point where much of it is boring. The story advancement could have easily been covered in <2hrs. The extra 45+ mins is just boring drawn out scenes that add no value. That should have been included in an extended version. As a result, I found myself not engaged in the story and turned if off several times, coming back to it to finish it over 3 days. Really ruined the experience for me. There are just so many scenes of people looking out over sand dunes and blowing sand that one can stand. I know the diehard fans are all going to rate this as a 10 because they've waited so long for an epic, but IMO this is a good story ruined with too much fluff.",positive
584,"Not so far ago, the cinematic experience was something special, magical if you want. That magic was created by artists, those in front and behind the camera eye. Each one of those artists have their own code, their voice in the choir of picture makers, a variety of tricks on their sleeves. Movies today, specially mainstream films, apply just one code, one voice, one trick: the capitalist one. Exceptions arises from time to time, and i'm very sorry that Villeneuve's Dune is not one of them. Herbert's work deserves it, but mr. Villeneuve and mr. Spaihts perverted, one by one, all the achievements established in the fantastic saga, a excruciating sacrifice in the name of artificially created mainstream acclaim and money, of course. Is this the same Villeneuve that directed Arrival, a well crafted science fiction movie? Big money says no, for the sake of profit. And surely is a sad happening, but we have seen that many times already. Another example that comes to mind is the last Avatar pastiche, as disappointing and devoid of soul as this last fiasco that i'm nailing now.I came from a different generation, times almost forgotten when going to cinema halls implicitly meant some brain gymnastics. Today, spoonfeeded audiences anxious of the last bombastic digital effect can't cope with something more complicated than passing screens on a game console. Because that's what Villeneuve and Spaihts had perpetrated. I've read an interview with mr. Villeneuve when Dune part 2 opened in my city. ""I don't like mesianic figures"", explained. That's ok, just the same as in Frank Herbert books. But, alas, mr. Herbert needed to create a messiah first in order to demolish later such a figure! But in this disgrace of a film, the director is eager to destroy him right from the start. And a neat job he does, for sure! In the interview, Villeneuve also said that dialogue is for theater and tv, not for films, and that's something one can ascertain without doubt seeing the movie: adolescent romantic drama based on pouty faces (Chani) engulfing the screen and, like a cheap tv soap opera, the insecure and fragile Paul Atreides (Chalamet) shouting at mama and crying for lost love. That's the way Paul Atreides, trained since he was a child in the art of war, self-defense, governance and a multitude of sciences, not forgetting the Prana-Bindu physical and mental control in the Bene Gesserit ways, who passed the Gom-Jabbar with flying colours, the best positioned candidate for being the Kwisatz Haderach, is portrayed in this foul perversion of a film: like a crybaby.What a nerve! Space Guild absent, the Mentat, human computers (every House has one: utterly omitted in this film) and the Butlerian Jihad never explained, the Bene Gesserit and the quest for the superhuman being merits only a few lines, the Corrino and the rest of the Houses, Bene Tleilax, the interrelation between all these galactic powers... too much material severed, the essence of the conflict is eliminated. How can anyone understand the importance of the spice in the Dune universe if what is used for is not even hinted? The spice must flow, but we don't know why.Navigators use the spice, that expands the mind, to fold the space and travel at interstellar distances without moving. That's the basis of the Empire's control over the galaxy, that's the plot device that ties all together, and that's the reason why who controls the spice, controls the Empire. Furthermore, the Navigators of the Guild float in an atmosphere made of spice gas, they need the spice to survive. And the drinking of the Water of Life in addition with the contact with the spice is the reason why Paul Muab-Dib becomes the Kwisatz Haderach:a male Bene Gesserit who have access to the memories of both his male and female ancestors as well as the capacity to bridge space and time with prescient ability. This wonder of epic sci fi, this marvel of a plot, all this and much more goes to the trash bin without any remorse. And doing so, cripples the meaning of the saga all the way.It's laughable to see what they made with any of the principal characters in order to appeal the target audiences. To name only one that irritates me the most, i'll go with Chani, Lyet-Kines's daughter. A new little detail overlooked, destroyed from the original tale, as many others. And a very important one: being the imperial ecologist daughter, Chani knows first hand the struggle in Arrakis from the very moment it starts. A strong female character. In 1965, Frank Herbert endowed the Dune female characters with a determination, power and self-confidence far ahead of it's own time and, as we see right now in the portrayal rendered by this film, ours. Chani was no exception: the love she feels for Paul is unbreakable (just as is Paul's in response), with no condition whatsoever. A cunning warrior, follower of the arrakean traditions with a great amount of wisdom, witness of every step that Paul takes to become the One. She understands perfectly the political movement that explains the marriage of Paul and Irulan, because she knows perfectly well that Paul's vision is exactly the same as her father had for Arrakis. She believes in the prophecies, but in Villeneuve's travesty is portrayed as an atheist, with no faith in his lover, believing he's not the One, and abandoning him at the end of the movie because Paul's gonna marry Irulan. The last straw: Chani jealous, and adding insult to injury, betraying the fundamental role of the Emperor's concubine as described in the novels! In what alternate universe this Chani is gonna have 3 babies from a man she despises utterly, as we can see in the last 30 minutes?Other absence that hurts so much is Alia-of-the-Knife: the Water of Life creates in Jessica's womb what we can call the ultimate Bene Gesserit, Alia Atreides. The one who inflicts the Atrteides Gom-Jabbar to his grandfather Vladimir Harkonnen, killing him and make him float to a worm's open mouth. The little, creepy and charming abomination that uses the Voice to overwhelm the Reverend Mother Gaius Helen Mohiam is sorely missed, still unborn in this disaster of adaptation. Our cinema masters choose poorly once again, because in the novel Alia is 3 years old when the facts take place. Seems more suitable for them that Paul gets all the killings, and also the shouting to the Reverend Mother. To cap it all, a few minutes later in the same scene Feyd stabs Paul (?) in the most irritating fight scene never played before: a drunk's quarrel has more appeal. A skinny wounded guy with a perforated lung, panting dramatically for the sole purpose of staying alive, slays Feyd-Rautha Harkonnen, the muscular Na-Baron with hundreds of knife fight training hours, a pitiful attempt in raising false stakes in the most hideous way. Even the poisoned blade in Feyd's whip (the reason why Paul can defeat him in the first novel) is omitted as well, and let's not forget that Feyd never stabs Paul. What else can be said?I will add this: i suspect one more odd event, a catastrophic rewriting for the 3rd movie. Following the pattern of cosmetic empowerment and adolescent banality á la mode showed until now, our cinematic masters will transform Chani in the real hero of the saga. The reason that leaves me to believe that future disaster
is the artificially division invented by the filmmakers in Arrakis between the North inhabitants, mostly non-believers, and the South ones, ""fundamentalists"". This is the perfect scenario for a civil war, with Chani leading the northern ""civilized"" faction and Paul Muab-dib his southern followers. Time will tell, but let me ask you: after this disaster of a movie, what kind of denouement can we expect? A return to grace? If so, how? In three and a half years, we will see the extent of the harm. What a pity!",positive
585,"Dune part 2 is a masterclass in filmmaking, skilfully directed by Denis Villeneuve, who effortlessly brings Frank Herbert's complex universe to life. The storytelling is a brilliant tapestry of intrigue, seamlessly blending intricate plotlines and character arcs.The cinematography is a visual feast, with sweeping desert landscapes and awe-inspiring set pieces that transport the audience to Arrakis itself. The ensemble cast, led by stellar performances from Timothee Chalamet and Zendaya, breathes life into each character, creating a captivating on-screen chemistry.Furthermore, the music score, composed by Hans Zimmer, elevates the entire experience, perfectly complementing the grandeur of the narrative.Dune Part 2 is a cinematic triumph, a symphony of talent converging to deliver a truly unforgettable masterpiece.",neutral
586,"The storyline of this film deserves lots of praise and thatvus just the beginning. The cinematography is fantastic.. it actually brings one into the world of Arrakis. The movie shows how belief is the biggest weapon humanity can wield and also the scariest if used inappropriately. The acting from Timothée is fantastic. You really see him grow into this character the Lisan Al-Gaib. There were a few acting performances that did not hit par but on the whole, this is a mega movie and a true box-office beast. I do wonder whether the oscars would try and allow this big budget blockbusters play a more prominent role in awards season.",positive
587,"Just watched on IMAX this afternoon. This is a whole new level of filmmaking. Much better than the first one (and I'm a huge fan of part one). The characters, music, visuals, everything single thing is incredibly crafted. You can actually feel the other worldly characters and stories. Heck you can even believe that Paul is a godly figure and not ""oh yeah he did it cos he's the 'chosen one'"" when the time came.Sure they changed more stuff than they did with part one but as a book fan, the changes are very well suited for on screen audience (and make more sense even). The only complaint I have is that I can't get enough of it. I need MORE! We need Part Three!",neutral
588,"There are very few perfect movies; The Goonies, Top Gun: Maverick, A Goofy Movie to name a few. This movie was a 10 if there ever was one. Perfection is the only word I can use to accurately describe it. Truly a must-see in IMAX. From beginning to end this movie will pull you in and refuse to let go. Whether you are new to the world of Dune or experienced and well versed in the lore this movie is for you. The visuals are stunning, the sound fx are brilliant, the acting, superb. If this is what Hollywood is capable of doing then I will expect more masterpieces like this one in the future. ""The Spice must flow!""",neutral
589,"Frank Herbert's classic science-fiction epic, Dune has been rewritten and filmed many times. And there are others planned for the future.However, it is necessary to watch this new release for comparison. Yes, the story and even the pronunciation of words vary from the book. However, for those that have not read the book some parts of the movie you will not like are right out of the book.The cast alone is worth watching and even though you tend to say, ""Now where have I seen that actor before,"" the actor does not stand out past the character they are portraying.The total abscence of the fj agenda makes this movie a gem.",neutral
590,"It's so rare that you look forward to a film as much as this and then aren't disappointed. It was pure gold, from every angle.Captivating story, perfectly chosen cast, stunning costumes, awe-inspiring visual effects - a true masterpiece.The film takes you on a rollercoaster of a journey, from moments of sheer excitement and adventure to chilling darkness.Part of what makes it so exhilarating is the anticipation of what's next and never truly knowing what to expect.I thought the nods to historical references were clever and the visual effects were excellent.This is a must-watch for any cinema lover.",positive
591,"It's been a minute since we've seen big screen, full-meal-deal science fiction, and Dune: Part Two tries to deliver. With sweeping special effects and a very large canvass, this film does its best to check the boxes created when the Star Wars franchise was at its zenith.But as the CGI glitz and ear-piercing sound fade, what remains is less-than-satisfying dialogue and the shopworn plot lines of ""little guy fights against inestimable odds"" and ""will two lovers find a way?""Casting is uneven. Rebecca Ferguson's screen-scorching sensuality is barely recognizable and wasted here, but the amiable Austin Butler transforms well from his turn as a sympathy-evoking Elvis into a cheerfully efficient serial killer. Once again, Javier Bardem steals scene after scene with his comically touching portrayal of destiny's true believer.Despite its flaws, this film still entertains, perhaps because we're so starved for the genre that we're more forgiving than the sand worms.But truly, if you're going all-in on a mega-production such as Dune Two, give a thought to the screenplay. As theatre attendance strives for a post-COVID comeback, the redefinition of an ""epic"" film will need to include more crisp dialogue and a tighter plot line.",positive
592,"Dune Part 2 delivers the best sequel experience ever. Every aspect, from acting to story to music, is simply outstanding. While I'm a huge fan of Timothée, Austin's performance here is equally extraordinary. The storytelling is exquisite, immersing me visually more than Dune Part 1 ever did. As always, there are no words for Hans Zimmer's music. I've never paid this much attention to a movie before. Denis Villeneuve has truly outdone himself with this film, making it his best work yet. The casting is impeccable, leaving me eager for more. Thank you to everyone involved in creating this masterpiece. I eagerly anticipate Part 3.",positive
593,"I find that if you're a fan of the series. And love it, then you will like the sequel. I, however, not a normal dune fan but liked part one. I found part 2 really long and way too much dialogue since they explained character in part one, and Austin Butler's character made no sense, but the special effects and acting were phenomenal. Unfortunately, it was kind of a sleeper movie where I almost fell asleep due to non action and due to overdoing the story line. It could of been done in 2 hours. All the acti g again and cgi was amazing.The ending didn't make sense but set it up for a possible third movie.",positive
594,"I don't understand all the hype? It's boring, bland. It doesn't catch on at all like the first part, too much indifferent dialog. You end up checking your smartphone. Doesn't capture the franchise at all. I'm a fan of Dune, the books, the games and the movies. But Dune part 2 should have been made completely differently. Total waste of time and very disappointing. The plot and the acting are far from what you would have expected. Its just not worth the time you spend watching this utter trash. Its in fact a taunt to the entire franchise. What s huge dissapointment. Avoid and save your time and money.",negative
595,"Awesome! Stunning! The film follows through the spirit of the books with the ever-present internal turmoil of Paul. It has the feel of mysticism of the books. The cinematography is spectacular and so is Hans Zimmer's music. The freemen and harkons are depicted really well and so is the planet Dune. At the same time, there are many details and happenings left behind, so for people who have not read the books it's a bit difficult to follow the narrative. The movie doesn't follow thoroughly the destiny of the other of the closest friends and servents of the Duke, who survived the massacre in part 1.",neutral
596,"The perfect sequel to the first movie. I have seen this movie at IMAX as Denis Villeneuve said is made for. The pacing in this movie is perfect you are not rushed in the story, there are no breaks in the narrative of the story, it is very easy to understand, to pick up and to relate to the story. The sound, the cinematography the special effects are something out of this planet, it was the first time for me in years of going to the cinema and feeling amazed about everything it was a shock, good movies still exist, Hollywood just need to leave creative people do their thing. The soundtrack by Hans Zimmer makes the experience even more immersive you feel like you are there. In conclusion, this is the movie of the decade I do not think it will be something else to beat this !",positive
